Endpoint,Family,Lab,Type,USD/min @720p,Price basis,Max frames,Duration options,Quality options,Aspect ratios,Audio?,Start frame?,End frame?,Multi-cut?,Task,Lipsync?,Strongest side,Weakest side,Strongest use-cases,Weakest use-cases
fal-ai/vidu/start-end-to-video,Vidu 1.x,Vidu,image-to-video,3.0,$0.2 per 4s -> x60,64,4 s (fixed),fixed,inherits input image,No,Yes,Yes,No — single shot,generate,No,Cheapest reference-to-video and start-end-to-video on the platform; template mode gives one-click trends.,"4s fixed, low resolution, visibly dated motion.","Cheapest reference and start-end experiments, template trend clips.",2026 quality bars.
fal-ai/vidu/template-to-video,Vidu 1.x,Vidu,image-to-video,3.0,$0.20 standard template per 4s -> x60,64,4 s (fixed),fixed,"16:9, 9:16",No,Yes (multi-image / reference),No,No — single shot,generate,No,Cheapest reference-to-video and start-end-to-video on the platform; template mode gives one-click trends.,"4s fixed, low resolution, visibly dated motion.","Cheapest reference and start-end experiments, template trend clips.",2026 quality bars.
fal-ai/vidu/q1/image-to-video,Vidu Q1,Vidu,image-to-video,4.8,$0.4 per 5s -> x60,120,5 s (fixed),1080p (from docs),inherits input image,No,Yes,No,No — single shot,generate,No,"Reliable 1080p at a flat $0.40 per 5s clip, with reference and start-end modes.","Fixed 5s, no audio, and motion is stiffer than Kling/Hailuo.","2D anime shorts, VTuber OP/ED sequences, social animations, start-end transitions.","Photoreal work, anything past 5 s."
fal-ai/vidu/q1/reference-to-video,Vidu Q1,Vidu,image-to-video,4.8,$0.4 per 5s -> x60,120,5 s (fixed),fixed,"16:9, 9:16, 1:1",Yes — native generation,No,No,No — single shot,generate,No,"Reliable 1080p at a flat $0.40 per 5s clip, with reference and start-end modes.","Fixed 5s, no audio, and motion is stiffer than Kling/Hailuo.","2D anime shorts, VTuber OP/ED sequences, social animations, start-end transitions.","Photoreal work, anything past 5 s."
fal-ai/vidu/q1/start-end-to-video,Vidu Q1,Vidu,image-to-video,6.0,$0.4 per 4s -> x60,120,5 s (fixed),1080p (from docs),inherits input image,No,Yes,Yes,No — single shot,generate,No,"Reliable 1080p at a flat $0.40 per 5s clip, with reference and start-end modes.","Fixed 5s, no audio, and motion is stiffer than Kling/Hailuo.","2D anime shorts, VTuber OP/ED sequences, social animations, start-end transitions.","Photoreal work, anything past 5 s."
fal-ai/vidu/q1/text-to-video,Vidu Q1,Vidu,text-to-video,4.8,$0.4 per 5s -> x60,120,5 s (fixed),1080p (from docs),"16:9, 9:16, 1:1",No,No (text-only),No,No — single shot,generate,No,"Reliable 1080p at a flat $0.40 per 5s clip, with reference and start-end modes.","Fixed 5s, no audio, and motion is stiffer than Kling/Hailuo.","2D anime shorts, VTuber OP/ED sequences, social animations, start-end transitions.","Photoreal work, anything past 5 s."
fal-ai/vidu/q2/image-to-video/pro,Vidu Q2,Vidu,image-to-video,0.75,$0.05 per 4s video -> x60,192,"2, 3, 4, 5, 6, 7, 8 s","720p, 1080p",inherits input image,Yes — native generation,Yes,Yes,No — single shot,generate,No,Best-in-class subject reference fidelity for the money; pro and turbo tiers.,Odd hybrid pricing (per-request + per-second) is hard to forecast; 720p tier is limited.,"Subject-consistent character spots on a budget, e-commerce product/model consistency.","Long clips, cinematic camera language."
fal-ai/vidu/q2/image-to-video/turbo,Vidu Q2,Vidu,image-to-video,0.75,$0.05 per 4s video -> x60,192,"2, 3, 4, 5, 6, 7, 8 s","720p, 1080p",inherits input image,Yes — native generation,Yes,Yes,No — single shot,generate,No,Best-in-class subject reference fidelity for the money; pro and turbo tiers.,Odd hybrid pricing (per-request + per-second) is hard to forecast; 720p tier is limited.,"Subject-consistent character spots on a budget, e-commerce product/model consistency.","Long clips, cinematic camera language."
fal-ai/vidu/q2/reference-to-video/pro,Vidu Q2,Vidu,image-to-video,1.5,$0.1 per 4s video -> x60,192,1–8 s (continuous),"540p, 720p, 1080p",inherits input image,Yes — native generation,No,No,No — single shot,generate,No,Best-in-class subject reference fidelity for the money; pro and turbo tiers.,Odd hybrid pricing (per-request + per-second) is hard to forecast; 720p tier is limited.,"Subject-consistent character spots on a budget, e-commerce product/model consistency.","Long clips, cinematic camera language."
fal-ai/vidu/q2/text-to-video,Vidu Q2,Vidu,text-to-video,1.5,$0.1 per 4s video -> x60,192,"2, 3, 4, 5, 6, 7, 8 s","360p, 520p, 720p, 1080p","16:9, 9:16, 1:1",Yes — native generation,No (text-only),No,No — single shot,generate,No,Best-in-class subject reference fidelity for the money; pro and turbo tiers.,Odd hybrid pricing (per-request + per-second) is hard to forecast; 720p tier is limited.,"Subject-consistent character spots on a budget, e-commerce product/model consistency.","Long clips, cinematic camera language."
fal-ai/vidu/q2/video-extension/pro,Vidu Q2,Vidu,video-to-video,1.12,$0.075 per 4s video -> x60,168,"2, 3, 4, 5, 6, 7 s","720p, 1080p",fixed,No,No,No,No — single shot,edit/restyle,No,Best-in-class subject reference fidelity for the money; pro and turbo tiers.,Odd hybrid pricing (per-request + per-second) is hard to forecast; 720p tier is limited.,"Subject-consistent character spots on a budget, e-commerce product/model consistency.","Long clips, cinematic camera language."
fal-ai/vidu/q3/image-to-video,Vidu Q3,Vidu,image-to-video,9.24,$0.07/s x 2.2x @720p x 60s,384,1–16 s (continuous),"360p, 540p, 720p, 1080p",inherits input image,Input only (drives lipsync),Yes,Yes,No — single shot,generate,No,Best-in-class multi-reference consistency (mix mode) with 1–16 s continuous takes — holds character features a full 16 s without the melting-face effect; particularly strong anime/illustrated output.,The 2.2x multiplier for 720p/1080p makes it pricey (~$9.24/min); fast motion breaks reference lock; audio support is thin.,"Anime and illustrated character content at volume, 16-second continuous character takes, multi-reference ensemble scenes (mix mode).","High-energy action where references drift, photoreal Western-style ads, audio-led briefs."
fal-ai/vidu/q3/image-to-video/turbo,Vidu Q3,Vidu,image-to-video,4.62,$0.035/s x 2.2x @720p x 60s,384,1–16 s (continuous),"360p, 540p, 720p, 1080p",inherits input image,Input only (drives lipsync),Yes,Yes,No — single shot,generate,No,Best-in-class multi-reference consistency (mix mode) with 1–16 s continuous takes — holds character features a full 16 s without the melting-face effect; particularly strong anime/illustrated output.,The 2.2x multiplier for 720p/1080p makes it pricey (~$9.24/min); fast motion breaks reference lock; audio support is thin.,"Anime and illustrated character content at volume, 16-second continuous character takes, multi-reference ensemble scenes (mix mode).","High-energy action where references drift, photoreal Western-style ads, audio-led briefs."
fal-ai/vidu/q3/reference-to-video/mix,Vidu Q3,Vidu,image-to-video,9.24,$0.07/s x 2.2x @720p x 60s,384,1–16 s (continuous),"360p, 540p, 720p, 1080p","16:9, 9:16, 4:3, 3:4, 1:1",Input only (drives lipsync),No,No,No — single shot,generate,No,Best-in-class multi-reference consistency (mix mode) with 1–16 s continuous takes — holds character features a full 16 s without the melting-face effect; particularly strong anime/illustrated output.,The 2.2x multiplier for 720p/1080p makes it pricey (~$9.24/min); fast motion breaks reference lock; audio support is thin.,"Anime and illustrated character content at volume, 16-second continuous character takes, multi-reference ensemble scenes (mix mode).","High-energy action where references drift, photoreal Western-style ads, audio-led briefs."
fal-ai/vidu/q3/text-to-video,Vidu Q3,Vidu,text-to-video,9.24,$0.07/s x 2.2x @720p x 60s,384,1–16 s (continuous),"360p, 540p, 720p, 1080p","16:9, 9:16, 4:3, 3:4, 1:1",Input only (drives lipsync),No (text-only),No,No — single shot,generate,No,Best-in-class multi-reference consistency (mix mode) with 1–16 s continuous takes — holds character features a full 16 s without the melting-face effect; particularly strong anime/illustrated output.,The 2.2x multiplier for 720p/1080p makes it pricey (~$9.24/min); fast motion breaks reference lock; audio support is thin.,"Anime and illustrated character content at volume, 16-second continuous character takes, multi-reference ensemble scenes (mix mode).","High-energy action where references drift, photoreal Western-style ads, audio-led briefs."
fal-ai/vidu/q3/text-to-video/turbo,Vidu Q3,Vidu,text-to-video,4.62,$0.035/s x 2.2x @720p x 60s,384,1–16 s (continuous),"360p, 540p, 720p, 1080p","16:9, 9:16, 4:3, 3:4, 1:1",Input only (drives lipsync),No (text-only),No,No — single shot,generate,No,Best-in-class multi-reference consistency (mix mode) with 1–16 s continuous takes — holds character features a full 16 s without the melting-face effect; particularly strong anime/illustrated output.,The 2.2x multiplier for 720p/1080p makes it pricey (~$9.24/min); fast motion breaks reference lock; audio support is thin.,"Anime and illustrated character content at volume, 16-second continuous character takes, multi-reference ensemble scenes (mix mode).","High-energy action where references drift, photoreal Western-style ads, audio-led briefs."
fal-ai/void-video-inpainting,Void Inpainting,,video-to-video,0.85,$0.05 per 3.542s video -> x60,197,0.0–8.2 s (via num_frames),fixed,fixed,No,No,No,No — single shot,inpaint/erase,No,"Removes objects along with the interactions they induce — shadows, reflections and contact effects, not just the pixels.",Single-purpose and slower than plain inpainting.,"Clean plates where a naive erase leaves telltale shadows, VFX prep.","Adding content, style changes."
fal-ai/wan-effects,Wan 2.1,Alibaba,image-to-video,4.2,$0.35 per 5s video -> x60,100,5.1–6.2 s (via num_frames),fixed,"16:9, 9:16, 1:1",No,Yes,No,No — single shot,generate,No,Battle-tested open model with t2v/i2v/flf2v/effects endpoints and LoRA support; very cheap.,Superseded quality; 480p/720p only; no audio.,"Legacy LoRA pipelines, effects templates, cheap drafts.",Modern quality bars.
fal-ai/wan-flf2v,Wan 2.1,Alibaba,image-to-video,4.8,$0.4 per 5s 720p video -> x60,100,5.1–6.2 s (via num_frames),"480p, 720p","auto, 16:9, 9:16, 1:1",No,Yes,Yes,No — single shot,generate,No,Battle-tested open model with t2v/i2v/flf2v/effects endpoints and LoRA support; very cheap.,Superseded quality; 480p/720p only; no audio.,"Legacy LoRA pipelines, effects templates, cheap drafts.",Modern quality bars.
fal-ai/wan-i2v,Wan 2.1,Alibaba,image-to-video,4.8,$0.4 per 5s 720p video -> x60,100,5.1–6.2 s (via num_frames),"480p, 720p","auto, 16:9, 9:16, 1:1",No,Yes,No,No — single shot,generate,No,Battle-tested open model with t2v/i2v/flf2v/effects endpoints and LoRA support; very cheap.,Superseded quality; 480p/720p only; no audio.,"Legacy LoRA pipelines, effects templates, cheap drafts.",Modern quality bars.
fal-ai/wan-i2v-lora,Wan 2.1,Alibaba,image-to-video,9.0,$0.75 per 5s video -> x60,100,5.1–6.2 s (via num_frames),"480p, 720p","auto, 16:9, 9:16, 1:1",No,Yes,No,No — single shot,generate,No,Battle-tested open model with t2v/i2v/flf2v/effects endpoints and LoRA support; very cheap.,Superseded quality; 480p/720p only; no audio.,"Legacy LoRA pipelines, effects templates, cheap drafts.",Modern quality bars.
fal-ai/wan-t2v,Wan 2.1,Alibaba,text-to-video,4.8,$0.4 per 5s 720p video -> x60,100,5.1–6.2 s (via num_frames),"480p, 580p, 720p","9:16, 16:9",No,No (text-only),No,No — single shot,generate,No,Battle-tested open model with t2v/i2v/flf2v/effects endpoints and LoRA support; very cheap.,Superseded quality; 480p/720p only; no audio.,"Legacy LoRA pipelines, effects templates, cheap drafts.",Modern quality bars.
fal-ai/wan-t2v-lora,Wan 2.1,Alibaba,text-to-video,9.0,$0.75 per 5s video -> x60,100,5.1–6.2 s (via num_frames),"480p, 580p, 720p","9:16, 16:9",No,No (text-only),No,No — single shot,generate,No,Battle-tested open model with t2v/i2v/flf2v/effects endpoints and LoRA support; very cheap.,Superseded quality; 480p/720p only; no audio.,"Legacy LoRA pipelines, effects templates, cheap drafts.",Modern quality bars.
fal-ai/wan/v2.2-5b/image-to-video,Wan 2.2 5B,Alibaba,image-to-video,1.8,$0.15 per 5s video -> x60,161,0.7–6.7 s (via num_frames),"580p, 720p","auto, 16:9, 9:16, 1:1",No,Yes,No,No — single shot,generate,No,Cheapest credible 720p generation on the platform (~$0.30/min via distill/fast-wan tiers); runs almost anywhere.,5B capacity shows on complex motion and faces; 5s cap; no audio.,"Bulk prompt exploration, preview farms, hobby and edge deployments.","Face close-ups, complex motion, anything client-facing."
fal-ai/wan/v2.2-5b/text-to-video,Wan 2.2 5B,Alibaba,text-to-video,1.8,$0.15 per 5s video -> x60,161,0.7–6.7 s (via num_frames),"580p, 720p","16:9, 9:16, 1:1",No,No (text-only),No,No — single shot,generate,No,Cheapest credible 720p generation on the platform (~$0.30/min via distill/fast-wan tiers); runs almost anywhere.,5B capacity shows on complex motion and faces; 5s cap; no audio.,"Bulk prompt exploration, preview farms, hobby and edge deployments.","Face close-ups, complex motion, anything client-facing."
