Endpoint,Family,Lab,Type,USD/image @1MP,Price basis,Max MP,Size options,Aspect ratios,Image input?,Mask/inpaint?,LoRA?,Style/ref?,Batch max,Strongest side,Weakest side,Strongest use-cases,Weakest use-cases
topaz/upscale/image/creative,Upscalers,Topaz Labs,i2i,0.96,$0.96 (parsed loosely),,fixed,fixed,Yes,No,No,No,1,"Dedicated super-resolution (Topaz, Clarity, ESRGAN, SUPIR...) — real detail recovery at production scale.",Can hallucinate texture; per-MP cost stacks on large prints.,"Print prep, archive restoration, AI-output upscaling.",Content generation.
topaz/upscale/image/generative,Upscalers,Topaz Labs,i2i,,,,fixed,fixed,Yes,No,No,No,1,"Dedicated super-resolution (Topaz, Clarity, ESRGAN, SUPIR...) — real detail recovery at production scale.",Can hallucinate texture; per-MP cost stacks on large prints.,"Print prep, archive restoration, AI-output upscaling.",Content generation.
topaz/upscale/image/precision,Upscalers,Topaz Labs,i2i,,,,fixed,fixed,Yes,No,No,No,1,"Dedicated super-resolution (Topaz, Clarity, ESRGAN, SUPIR...) — real detail recovery at production scale.",Can hallucinate texture; per-MP cost stacks on large prints.,"Print prep, archive restoration, AI-output upscaling.",Content generation.
topaz/upscale/image/transparent,Upscalers,Topaz Labs,i2i,0.08,$0.08 (parsed loosely),,fixed,fixed,Yes,No,No,No,1,"Dedicated super-resolution (Topaz, Clarity, ESRGAN, SUPIR...) — real detail recovery at production scale.",Can hallucinate texture; per-MP cost stacks on large prints.,"Print prep, archive restoration, AI-output upscaling.",Content generation.
fal-ai/vidu/q2/reference-to-image,Vidu Image,Vidu,i2i,0.1,$0.1 per image,,fixed,"16:9, 9:16, 1:1",No,No,No,Yes,1,Vidu's reference-consistent image generation feeding its video stack.,Niche outside that pipeline.,Character sheets for Vidu video workflows.,General generation.
fal-ai/vidu/q2/text-to-image,Vidu Image,Vidu,t2i,0.1,$0.1 per image,,fixed,"16:9, 9:16, 1:1",No,No,No,No,1,Vidu's reference-consistent image generation feeding its video stack.,Niche outside that pipeline.,Character sheets for Vidu video workflows.,General generation.
fal-ai/vidu/reference-to-image,Vidu Image,Vidu,i2i,0.1,$0.1 per image,,fixed,"16:9, 9:16, 1:1",No,No,No,Yes,1,Vidu's reference-consistent image generation feeding its video stack.,Niche outside that pipeline.,Character sheets for Vidu video workflows.,General generation.
fal-ai/cat-vton,Virtual try-on,,i2i,,billed per GPU compute-second,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,No,No,1,"Garment transfer onto model photos (CatVTON, Leffa, Fashn).",Struggles with complex garments/poses; body diversity varies.,E-commerce apparel try-on at scale.,Editorial fashion art.
fal-ai/fashn/tryon/v1.5,Virtual try-on,Fashn,i2i,0.075,$0.075 per generation,,fixed,fixed,No,No,No,No,1,"Garment transfer onto model photos (CatVTON, Leffa, Fashn).",Struggles with complex garments/poses; body diversity varies.,E-commerce apparel try-on at scale.,Editorial fashion art.
fal-ai/fashn/tryon/v1.6,Virtual try-on,Fashn,i2i,0.075,$0.075 per generation,,fixed,fixed,No,No,No,No,1,"Garment transfer onto model photos (CatVTON, Leffa, Fashn).",Struggles with complex garments/poses; body diversity varies.,E-commerce apparel try-on at scale.,Editorial fashion art.
fal-ai/leffa/pose-transfer,Virtual try-on,,i2i,0.1,$0.1 per generation,,fixed,fixed,No,No,No,No,1,"Garment transfer onto model photos (CatVTON, Leffa, Fashn).",Struggles with complex garments/poses; body diversity varies.,E-commerce apparel try-on at scale.,Editorial fashion art.
fal-ai/leffa/virtual-tryon,Virtual try-on,,i2i,0.1,$0.1 per generation,,fixed,fixed,No,No,No,No,1,"Garment transfer onto model photos (CatVTON, Leffa, Fashn).",Struggles with complex garments/poses; body diversity varies.,E-commerce apparel try-on at scale.,Editorial fashion art.
fal-ai/moondream-next/detection,Vision/captioning,Moondream,i2i,0.0011,$0.0011 (parsed loosely),,fixed,fixed,Yes,No,No,No,1,"Vision-language utilities (captioning, VQA).",Not generators.,"Alt-text, dataset labeling, prompt mining.",Image creation.
fal-ai/moondream3-preview/segment,Vision/captioning,Moondream,i2i,,token-based (varies with size/quality),,fixed,fixed,Yes,No,No,No,1,"Vision-language utilities (captioning, VQA).",Not generators.,"Alt-text, dataset labeling, prompt mining.",Image creation.
fal-ai/realistic-vision,Vision/captioning,,t2i,,billed per GPU compute-second,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,Yes,No,8,"Vision-language utilities (captioning, VQA).",Not generators.,"Alt-text, dataset labeling, prompt mining.",Image creation.
fal-ai/wan-25-preview/image-to-image,Wan Image,Alibaba,i2i,0.05,$0.05 per image,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,No,No,No,4,"Wan-family image endpoints — strong open aesthetics, LoRA-friendly.",Image side less famous than video.,"Stills matching Wan video looks, open pipelines.",Typography.
fal-ai/wan-25-preview/text-to-image,Wan Image,Alibaba,t2i,0.05,$0.05 per image,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,No,No,4,"Wan-family image endpoints — strong open aesthetics, LoRA-friendly.",Image side less famous than video.,"Stills matching Wan video looks, open pipelines.",Typography.
fal-ai/wan/v2.2-5b/text-to-image,Wan Image,Alibaba,t2i,0.016,$0.016 per image,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,No,No,1,"Wan-family image endpoints — strong open aesthetics, LoRA-friendly.",Image side less famous than video.,"Stills matching Wan video looks, open pipelines.",Typography.
fal-ai/wan/v2.2-a14b/image-to-image,Wan Image,Alibaba,i2i,0.05,$0.05 per image,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9","auto, 16:9, 9:16, 1:1",Yes,No,No,No,1,"Wan-family image endpoints — strong open aesthetics, LoRA-friendly.",Image side less famous than video.,"Stills matching Wan video looks, open pipelines.",Typography.
fal-ai/wan/v2.2-a14b/text-to-image,Wan Image,Alibaba,t2i,0.025,$0.025 per image,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,No,No,1,"Wan-family image endpoints — strong open aesthetics, LoRA-friendly.",Image side less famous than video.,"Stills matching Wan video looks, open pipelines.",Typography.
fal-ai/wan/v2.2-a14b/text-to-image/lora,Wan Image,Alibaba,t2i,0.05,$0.05 per image,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,Yes,No,1,"Wan-family image endpoints — strong open aesthetics, LoRA-friendly.",Image side less famous than video.,"Stills matching Wan video looks, open pipelines.",Typography.
fal-ai/wan/v2.7/edit,Wan Image,Alibaba,i2i,0.03,$0.03 per image,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,No,No,No,4,"Wan-family image endpoints — strong open aesthetics, LoRA-friendly.",Image side less famous than video.,"Stills matching Wan video looks, open pipelines.",Typography.
fal-ai/wan/v2.7/pro/edit,Wan Image,Alibaba,i2i,0.075,$0.075 per image,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,No,No,No,4,"Wan-family image endpoints — strong open aesthetics, LoRA-friendly.",Image side less famous than video.,"Stills matching Wan video looks, open pipelines.",Typography.
fal-ai/wan/v2.7/pro/text-to-image,Wan Image,Alibaba,t2i,0.075,$0.075 per image,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,No,No,5,"Wan-family image endpoints — strong open aesthetics, LoRA-friendly.",Image side less famous than video.,"Stills matching Wan video looks, open pipelines.",Typography.
fal-ai/wan/v2.7/text-to-image,Wan Image,Alibaba,t2i,0.03,$0.03 per image,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,No,No,5,"Wan-family image endpoints — strong open aesthetics, LoRA-friendly.",Image side less famous than video.,"Stills matching Wan video looks, open pipelines.",Typography.
wan/v2.6/image-to-image,Wan Image,Alibaba,i2i,0.03,$0.03 per image,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,No,No,No,4,"Wan-family image endpoints — strong open aesthetics, LoRA-friendly.",Image side less famous than video.,"Stills matching Wan video looks, open pipelines.",Typography.
wan/v2.6/text-to-image,Wan Image,Alibaba,t2i,0.03,$0.03 per image,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,No,No,No,1,"Wan-family image endpoints — strong open aesthetics, LoRA-friendly.",Image side less famous than video.,"Stills matching Wan video looks, open pipelines.",Typography.
fal-ai/z-image/base,Z-Image,Alibaba,t2i,0.01,$0.01/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,No,No,4,"#1 open-source model on Artificial Analysis (early 2026): 6B, sub-second turbo, Apache-2.0, strong CJK+Latin typography, runs on 16GB VRAM.",Small model limits complex composition and long-prompt fidelity.,"High-volume photoreal generation on a budget, self-hosted products, Chinese typography.","Complex multi-subject scenes, heavy editing workflows."
fal-ai/z-image/base/lora,Z-Image,Alibaba,t2i,0.012,$0.012/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,Yes,No,4,"#1 open-source model on Artificial Analysis (early 2026): 6B, sub-second turbo, Apache-2.0, strong CJK+Latin typography, runs on 16GB VRAM.",Small model limits complex composition and long-prompt fidelity.,"High-volume photoreal generation on a budget, self-hosted products, Chinese typography.","Complex multi-subject scenes, heavy editing workflows."
fal-ai/z-image/turbo,Z-Image,Alibaba,t2i,0.005,$0.005/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,No,No,4,"#1 open-source model on Artificial Analysis (early 2026): 6B, sub-second turbo, Apache-2.0, strong CJK+Latin typography, runs on 16GB VRAM.",Small model limits complex composition and long-prompt fidelity.,"High-volume photoreal generation on a budget, self-hosted products, Chinese typography.","Complex multi-subject scenes, heavy editing workflows."
fal-ai/z-image/turbo/controlnet,Z-Image,Alibaba,i2i,0.0065,$0.0065/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9, auto",via image_size,Yes,No,No,No,4,"#1 open-source model on Artificial Analysis (early 2026): 6B, sub-second turbo, Apache-2.0, strong CJK+Latin typography, runs on 16GB VRAM.",Small model limits complex composition and long-prompt fidelity.,"High-volume photoreal generation on a budget, self-hosted products, Chinese typography.","Complex multi-subject scenes, heavy editing workflows."
fal-ai/z-image/turbo/controlnet/lora,Z-Image,Alibaba,i2i,0.01,$0.01/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9, auto",via image_size,Yes,No,Yes,No,4,"#1 open-source model on Artificial Analysis (early 2026): 6B, sub-second turbo, Apache-2.0, strong CJK+Latin typography, runs on 16GB VRAM.",Small model limits complex composition and long-prompt fidelity.,"High-volume photoreal generation on a budget, self-hosted products, Chinese typography.","Complex multi-subject scenes, heavy editing workflows."
fal-ai/z-image/turbo/image-to-image,Z-Image,Alibaba,i2i,0.005,$0.005/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9, auto",via image_size,Yes,No,No,No,4,"#1 open-source model on Artificial Analysis (early 2026): 6B, sub-second turbo, Apache-2.0, strong CJK+Latin typography, runs on 16GB VRAM.",Small model limits complex composition and long-prompt fidelity.,"High-volume photoreal generation on a budget, self-hosted products, Chinese typography.","Complex multi-subject scenes, heavy editing workflows."
fal-ai/z-image/turbo/image-to-image/lora,Z-Image,Alibaba,i2i,0.0085,$0.0085/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9, auto",via image_size,Yes,No,Yes,No,4,"#1 open-source model on Artificial Analysis (early 2026): 6B, sub-second turbo, Apache-2.0, strong CJK+Latin typography, runs on 16GB VRAM.",Small model limits complex composition and long-prompt fidelity.,"High-volume photoreal generation on a budget, self-hosted products, Chinese typography.","Complex multi-subject scenes, heavy editing workflows."
fal-ai/z-image/turbo/inpaint,Z-Image,Alibaba,i2i,0.01,$0.01/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9, auto",via image_size,Yes,Yes,No,No,4,"#1 open-source model on Artificial Analysis (early 2026): 6B, sub-second turbo, Apache-2.0, strong CJK+Latin typography, runs on 16GB VRAM.",Small model limits complex composition and long-prompt fidelity.,"High-volume photoreal generation on a budget, self-hosted products, Chinese typography.","Complex multi-subject scenes, heavy editing workflows."
fal-ai/z-image/turbo/inpaint/lora,Z-Image,Alibaba,i2i,0.0115,$0.0115/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9, auto",via image_size,Yes,Yes,Yes,No,4,"#1 open-source model on Artificial Analysis (early 2026): 6B, sub-second turbo, Apache-2.0, strong CJK+Latin typography, runs on 16GB VRAM.",Small model limits complex composition and long-prompt fidelity.,"High-volume photoreal generation on a budget, self-hosted products, Chinese typography.","Complex multi-subject scenes, heavy editing workflows."
fal-ai/z-image/turbo/lora,Z-Image,Alibaba,t2i,0.0085,$0.0085/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,Yes,No,4,"#1 open-source model on Artificial Analysis (early 2026): 6B, sub-second turbo, Apache-2.0, strong CJK+Latin typography, runs on 16GB VRAM.",Small model limits complex composition and long-prompt fidelity.,"High-volume photoreal generation on a budget, self-hosted products, Chinese typography.","Complex multi-subject scenes, heavy editing workflows."
fal-ai/z-image/turbo/tiling,Z-Image,Alibaba,t2i,0.02,$0.02/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9, auto",via image_size,Yes,Yes,No,No,4,"#1 open-source model on Artificial Analysis (early 2026): 6B, sub-second turbo, Apache-2.0, strong CJK+Latin typography, runs on 16GB VRAM.",Small model limits complex composition and long-prompt fidelity.,"High-volume photoreal generation on a budget, self-hosted products, Chinese typography.","Complex multi-subject scenes, heavy editing workflows."
fal-ai/z-image/turbo/tiling/lora,Z-Image,Alibaba,t2i,0.025,$0.025/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9, auto",via image_size,Yes,Yes,Yes,No,4,"#1 open-source model on Artificial Analysis (early 2026): 6B, sub-second turbo, Apache-2.0, strong CJK+Latin typography, runs on 16GB VRAM.",Small model limits complex composition and long-prompt fidelity.,"High-volume photoreal generation on a budget, self-hosted products, Chinese typography.","Complex multi-subject scenes, heavy editing workflows."
fal-ai/image-editing/age-progression,fal Editing presets,,i2i,0.04,$0.04 per image,,fixed,"21:9, 16:9, 4:3, 3:2, 1:1, 2:3, 3:4, 9:16, 9:21",Yes,No,No,No,1,"One-call task presets (background swap, relight, restyle...) — zero prompt engineering.",Preset-shaped: no fine control; quality varies by task.,Quick production fixes in automated pipelines.,Anything needing art direction.
fal-ai/image-editing/baby-version,fal Editing presets,,i2i,0.04,$0.04 per image,,fixed,"21:9, 16:9, 4:3, 3:2, 1:1, 2:3, 3:4, 9:16, 9:21",Yes,No,No,No,1,"One-call task presets (background swap, relight, restyle...) — zero prompt engineering.",Preset-shaped: no fine control; quality varies by task.,Quick production fixes in automated pipelines.,Anything needing art direction.
fal-ai/image-editing/background-change,fal Editing presets,,i2i,0.04,$0.04 per image,,fixed,"21:9, 16:9, 4:3, 3:2, 1:1, 2:3, 3:4, 9:16, 9:21",Yes,No,No,No,1,"One-call task presets (background swap, relight, restyle...) — zero prompt engineering.",Preset-shaped: no fine control; quality varies by task.,Quick production fixes in automated pipelines.,Anything needing art direction.
fal-ai/image-editing/broccoli-haircut,fal Editing presets,,i2i,0.04,$0.04 per image,,fixed,fixed,Yes,No,No,No,1,"One-call task presets (background swap, relight, restyle...) — zero prompt engineering.",Preset-shaped: no fine control; quality varies by task.,Quick production fixes in automated pipelines.,Anything needing art direction.
